repo_a,repo_b,similarity
photoprism/photoprism,fastapi/fastapi,0.365881
photoprism/photoprism,ant-design/ant-design,0.346072
photoprism/photoprism,django/django,0.111248
photoprism/photoprism,opencv/opencv,0.340775
photoprism/photoprism,home-assistant/core,0.303977
photoprism/photoprism,sveltejs/svelte,0.345328
photoprism/photoprism,vllm-project/vllm,0.343674
photoprism/photoprism,elastic/elasticsearch,0.193899
photoprism/photoprism,grafana/grafana,0.439755
photoprism/photoprism,apache/superset,0.329936
photoprism/photoprism,pallets/flask,0.247413
photoprism/photoprism,ansible/ansible,0.52451
photoprism/photoprism,apache/echarts,0.277464
photoprism/photoprism,scikit-learn/scikit-learn,0.435899
photoprism/photoprism,keras-team/keras,0.22753
photoprism/photoprism,prometheus/prometheus,0.360969
photoprism/photoprism,commaai/openpilot,0.356744
photoprism/photoprism,pocketbase/pocketbase,0.320616
photoprism/photoprism,ultralytics/ultralytics,0.491538
photoprism/photoprism,appwrite/appwrite,0.382465
photoprism/photoprism,vuejs/core,0.367113
photoprism/photoprism,expo/expo,0.257166
photoprism/photoprism,run-llama/llama_index,0.457567
photoprism/photoprism,pandas-dev/pandas,0.312858
photoprism/photoprism,hashicorp/terraform,0.258343
photoprism/photoprism,prisma/prisma,0.22652
photoprism/photoprism,apache/airflow,0.193643
photoprism/photoprism,streamlit/streamlit,0.468958
photoprism/photoprism,milvus-io/milvus,0.526402
photoprism/photoprism,getsentry/sentry,0.245689
photoprism/photoprism,apache/spark,0.23873
photoprism/photoprism,gradio-app/gradio,0.430918
photoprism/photoprism,ray-project/ray,0.430587
photoprism/photoprism,HKUDS/nanobot,0.52479
photoprism/photoprism,pingcap/tidb,0.300543
photoprism/photoprism,facebookresearch/faiss,0.194133
photoprism/photoprism,photoprism/photoprism,1.0
photoprism/photoprism,istio/istio,0.455691
photoprism/photoprism,duckdb/duckdb,0.34321
photoprism/photoprism,docker/compose,0.232879
photoprism/photoprism,typeorm/typeorm,0.25692
photoprism/photoprism,jax-ml/jax,0.333213
photoprism/photoprism,nextcloud/server,0.503953
photoprism/photoprism,PostHog/posthog,0.274704
photoprism/photoprism,alibaba/nacos,0.535113
photoprism/photoprism,lutzroeder/netron,0.414302
photoprism/photoprism,apache/kafka,0.362856
photoprism/photoprism,seaweedfs/seaweedfs,0.344777
photoprism/photoprism,cockroachdb/cockroach,0.170514
photoprism/photoprism,numpy/numpy,0.457084
photoprism/photoprism,hasura/graphql-engine,0.387633
photoprism/photoprism,qdrant/qdrant,0.465811
photoprism/photoprism,openai/openai-python,0.321399
photoprism/photoprism,helm/helm,0.45998
photoprism/photoprism,academic/awesome-datascience,0.414396
photoprism/photoprism,alibaba/spring-cloud-alibaba,0.253215
photoprism/photoprism,dmlc/xgboost,0.421697
photoprism/photoprism,chroma-core/chroma,0.423049
photoprism/photoprism,langfuse/langfuse,0.35939
photoprism/photoprism,apache/flink,0.131352
photoprism/photoprism,mlflow/mlflow,0.385691
photoprism/photoprism,pulumi/pulumi,0.452289
photoprism/photoprism,clockworklabs/SpacetimeDB,0.336587
photoprism/photoprism,PaddlePaddle/Paddle,0.458263
photoprism/photoprism,volcengine/OpenViking,0.339121
photoprism/photoprism,Tencent/ncnn,0.489747
photoprism/photoprism,phoenixframework/phoenix,0.520567
photoprism/photoprism,argoproj/argo-cd,0.406588
photoprism/photoprism,matplotlib/matplotlib,0.372457
photoprism/photoprism,jaegertracing/jaeger,0.507026
photoprism/photoprism,jhipster/generator-jhipster,0.401304
photoprism/photoprism,prefecthq/prefect,0.350534
photoprism/photoprism,elastic/kibana,0.153182
photoprism/photoprism,microsoft/onnxruntime,0.331116
photoprism/photoprism,baidu/amis,0.393193
photoprism/photoprism,tursodatabase/turso,0.154057
photoprism/photoprism,screenpipe/screenpipe,0.438805
photoprism/photoprism,plotly/plotly.py,0.35368
photoprism/photoprism,microsoft/LightGBM,0.294844
photoprism/photoprism,rqlite/rqlite,0.369324
photoprism/photoprism,weaviate/weaviate,0.438337
photoprism/photoprism,apache/doris,0.207193
photoprism/photoprism,jupyterlab/jupyterlab,0.393177
photoprism/photoprism,apexcharts/apexcharts.js,0.246162
photoprism/photoprism,ktorio/ktor,0.32651
photoprism/photoprism,jupyter/notebook,0.367666
photoprism/photoprism,encode/starlette,0.465535
photoprism/photoprism,StarRocks/starrocks,0.319279
photoprism/photoprism,get-convex/convex-backend,0.307175
photoprism/photoprism,misskey-dev/misskey,0.559761
photoprism/photoprism,frappe/frappe,0.360192
photoprism/photoprism,openebs/openebs,0.417351
photoprism/photoprism,hicccc77/WeFlow,0.385321
photoprism/photoprism,apache/seatunnel,0.513484
photoprism/photoprism,databendlabs/databend,0.246114
photoprism/photoprism,modelscope/modelscope,0.484676
photoprism/photoprism,dropwizard/dropwizard,0.277974
photoprism/photoprism,webstudio-is/webstudio,0.286459
photoprism/photoprism,stamparm/maltrail,0.46242
photoprism/photoprism,k8sgpt-ai/k8sgpt,0.471434
photoprism/photoprism,chengaopan/AutoMergePublicNodes,0.390718
photoprism/photoprism,LearningCircuit/local-deep-research,0.459198
photoprism/photoprism,woodpecker-ci/woodpecker,0.389178
photoprism/photoprism,TagStudioDev/TagStudio,0.52292
photoprism/photoprism,databasus/databasus,0.270188
photoprism/photoprism,nesquena/hermes-webui,0.331868
photoprism/photoprism,farm-fe/farm,0.334235
photoprism/photoprism,home-assistant/frontend,0.276212
photoprism/photoprism,osaurus-ai/osaurus,0.393963
photoprism/photoprism,floci-io/floci,0.378377
photoprism/photoprism,metalbear-co/mirrord,0.486532
photoprism/photoprism,sacridini/Awesome-Geospatial,0.189968
photoprism/photoprism,Mai-with-u/MaiBot,0.274315
photoprism/photoprism,clidey/whodb,0.366188
photoprism/photoprism,Tracer-Cloud/opensre,0.363038
photoprism/photoprism,pytorch/executorch,0.582518
photoprism/photoprism,EasyCorp/EasyAdminBundle,0.140999
photoprism/photoprism,SwanHubX/SwanLab,0.539194
photoprism/photoprism,IBM/mcp-context-forge,0.355363
photoprism/photoprism,web-infra-dev/rsbuild,0.459187
photoprism/photoprism,metorial/metorial,0.353077
photoprism/photoprism,langwatch/langwatch,0.50829
photoprism/photoprism,neomjs/neo,0.436734
photoprism/photoprism,TableProApp/TablePro,0.248251
photoprism/photoprism,hosseinmoein/DataFrame,0.251874
photoprism/photoprism,av/harbor,0.399247
photoprism/photoprism,patrick-kidger/equinox,0.199747
photoprism/photoprism,ZSeven-W/openpencil,0.342272
photoprism/photoprism,superplanehq/superplane,0.331194
photoprism/photoprism,schultek/jaspr,0.35961
photoprism/photoprism,kubenav/kubenav,0.315263
photoprism/photoprism,apioo/fusio,0.318416
photoprism/photoprism,openhab/openhab-addons,0.390873
photoprism/photoprism,KudoAI/chatgpt.js,0.496437
photoprism/photoprism,ezshine/AwesomeSites,0.375474
photoprism/photoprism,Nano-Collective/nanocoder,0.338623
photoprism/photoprism,NeptuneHub/AudioMuse-AI,0.319733
photoprism/photoprism,userfrosting/UserFrosting,0.366793
photoprism/photoprism,apache/solr,0.148259
photoprism/photoprism,EnzymeAD/Enzyme,0.202306
photoprism/photoprism,TailGrids/tailgrids,0.168587
photoprism/photoprism,mkubaczyk/helmsman,0.224825
photoprism/photoprism,serversideup/spin,0.302969
photoprism/photoprism,kimdre/doco-cd,0.377571
photoprism/photoprism,kube-green/kube-green,0.439185
photoprism/photoprism,jsxgraph/jsxgraph,0.200877
photoprism/photoprism,t8y2/dbx,0.290603
photoprism/photoprism,yjl9903/AnimeGarden,0.495181
photoprism/photoprism,ppy/osu-web,0.406494
photoprism/photoprism,OSGeo/grass,0.388066
photoprism/photoprism,rzru/nightingale,0.299987
photoprism/photoprism,apache/ofbiz-framework,0.099905
photoprism/photoprism,EhTagTranslation/Database,0.567818
photoprism/photoprism,howie6879/weekly,0.194124
photoprism/photoprism,xiaoiver/infinite-canvas-tutorial,0.499323
photoprism/photoprism,SemiAnalysisAI/InferenceX,0.376037
photoprism/photoprism,yegor256/takes,0.253497
photoprism/photoprism,ArcadeData/arcadedb,0.242278
photoprism/photoprism,ENTERPILOT/GoModel,0.356665
photoprism/photoprism,bjw-s-labs/home-ops,0.413994
photoprism/photoprism,bgauryy/octocode-mcp,0.358842
photoprism/photoprism,superiorlu/AITreasureBox,0.530962
photoprism/photoprism,openyak/openyak,0.454721
photoprism/photoprism,rcarmo/piclaw,0.370794
photoprism/photoprism,adriannovegil/awesome-observability,0.288803
photoprism/photoprism,flamego/flamego,0.359343
photoprism/photoprism,kviklet/kviklet,0.160724
photoprism/photoprism,suyoumo/ClawProBench,0.379243
photoprism/photoprism,GeminiLight/MindOS,0.405077
photoprism/photoprism,kurtosis-tech/kurtosis,0.309847
photoprism/photoprism,mx-space/core,0.430149
photoprism/photoprism,henrydaum/second-brain,0.282198
photoprism/photoprism,flaviuse/mern-authentication,0.24688
photoprism/photoprism,D-Sketon/hexo-theme-reimu,0.374744
photoprism/photoprism,FrancescoXX/rustcrab,0.237545
photoprism/photoprism,violit-dev/violit,0.450567
photoprism/photoprism,cyhhao/vibe-remote,0.474511
photoprism/photoprism,aree6/LiftShift,0.356822
photoprism/photoprism,ILoveBingLu/CipherTalk,0.455787
photoprism/photoprism,buroa/k8s-gitops,0.418436
photoprism/photoprism,vellum-ai/vellum-assistant,0.564141
photoprism/photoprism,alexandre-daubois/ember,0.438828
photoprism/photoprism,netbox-community/netbox-chart,0.3587
photoprism/photoprism,thomwebb/gac,0.435421
photoprism/photoprism,MIERUNE/svelte-maplibre-gl,0.400529
photoprism/photoprism,Linuxfabrik/monitoring-plugins,0.317042
photoprism/photoprism,iopsystems/rezolus,0.129806
photoprism/photoprism,Fu-Jie/openwebui-extensions,0.366971
istio/istio,tensorflow/tensorflow,0.423347
istio/istio,flutter/flutter,0.218065
istio/istio,ollama/ollama,0.23437
istio/istio,huggingface/transformers,0.122863
istio/istio,langgenius/dify,0.428523
istio/istio,vercel/next.js,0.261079
istio/istio,open-webui/open-webui,0.41717
istio/istio,langchain-ai/langchain,0.332583
istio/istio,kubernetes/kubernetes,0.583044
istio/istio,supabase/supabase,0.225595
istio/istio,angular/angular,0.206417
istio/istio,pytorch/pytorch,0.210955
istio/istio,fastapi/fastapi,0.33861
istio/istio,ant-design/ant-design,0.254079
istio/istio,django/django,0.09055
istio/istio,opencv/opencv,0.114615
istio/istio,home-assistant/core,0.209393
istio/istio,sveltejs/svelte,0.179007
istio/istio,vllm-project/vllm,0.217321
istio/istio,elastic/elasticsearch,0.198649
istio/istio,grafana/grafana,0.463256
istio/istio,apache/superset,0.166699
istio/istio,pallets/flask,0.152192
istio/istio,ansible/ansible,0.399789
istio/istio,apache/echarts,0.115113
istio/istio,scikit-learn/scikit-learn,0.384893
istio/istio,keras-team/keras,0.152589
istio/istio,prometheus/prometheus,0.471563
istio/istio,commaai/openpilot,0.247191
istio/istio,pocketbase/pocketbase,0.371883
istio/istio,ultralytics/ultralytics,0.310127
istio/istio,appwrite/appwrite,0.225983
istio/istio,vuejs/core,0.297449
istio/istio,expo/expo,0.185012
istio/istio,run-llama/llama_index,0.481038
istio/istio,pandas-dev/pandas,0.20013
istio/istio,hashicorp/terraform,0.270214
istio/istio,prisma/prisma,0.142208
istio/istio,apache/airflow,0.156263
istio/istio,streamlit/streamlit,0.18035
istio/istio,milvus-io/milvus,0.32818
istio/istio,getsentry/sentry,0.304559
istio/istio,apache/spark,0.102944
istio/istio,gradio-app/gradio,0.254409
istio/istio,ray-project/ray,0.313359
istio/istio,HKUDS/nanobot,0.387607
istio/istio,pingcap/tidb,0.265989
istio/istio,facebookresearch/faiss,0.165527
istio/istio,photoprism/photoprism,0.455691
istio/istio,istio/istio,1.0
istio/istio,duckdb/duckdb,0.241349
istio/istio,docker/compose,0.30508
istio/istio,typeorm/typeorm,0.145416
istio/istio,jax-ml/jax,0.416861
istio/istio,nextcloud/server,0.394907
istio/istio,PostHog/posthog,0.281424
istio/istio,alibaba/nacos,0.620141
istio/istio,lutzroeder/netron,0.279963
istio/istio,apache/kafka,0.376123
istio/istio,seaweedfs/seaweedfs,0.312967
istio/istio,cockroachdb/cockroach,0.090096
istio/istio,numpy/numpy,0.369505
istio/istio,hasura/graphql-engine,0.372624
istio/istio,qdrant/qdrant,0.297243
istio/istio,openai/openai-python,0.317436
istio/istio,helm/helm,0.589975
istio/istio,academic/awesome-datascience,0.301366
istio/istio,alibaba/spring-cloud-alibaba,0.37129
istio/istio,dmlc/xgboost,0.308524
istio/istio,chroma-core/chroma,0.373599
istio/istio,langfuse/langfuse,0.355074
istio/istio,apache/flink,0.072006
istio/istio,mlflow/mlflow,0.306496
istio/istio,pulumi/pulumi,0.494768
istio/istio,clockworklabs/SpacetimeDB,0.181514
istio/istio,PaddlePaddle/Paddle,0.295885
istio/istio,volcengine/OpenViking,0.277626
istio/istio,Tencent/ncnn,0.335157
istio/istio,phoenixframework/phoenix,0.445045
istio/istio,argoproj/argo-cd,0.510028
istio/istio,matplotlib/matplotlib,0.271
istio/istio,jaegertracing/jaeger,0.448962
istio/istio,jhipster/generator-jhipster,0.361183
istio/istio,prefecthq/prefect,0.377467
istio/istio,elastic/kibana,0.277716
istio/istio,microsoft/onnxruntime,0.147218
istio/istio,baidu/amis,0.338242
istio/istio,tursodatabase/turso,0.084028
istio/istio,screenpipe/screenpipe,0.194629
istio/istio,plotly/plotly.py,0.127999
istio/istio,microsoft/LightGBM,0.149098
istio/istio,rqlite/rqlite,0.26478
istio/istio,weaviate/weaviate,0.236533
istio/istio,apache/doris,0.106667
istio/istio,jupyterlab/jupyterlab,0.31658
istio/istio,apexcharts/apexcharts.js,0.172139
istio/istio,ktorio/ktor,0.320401
istio/istio,jupyter/notebook,0.361273
istio/istio,encode/starlette,0.382897
istio/istio,StarRocks/starrocks,0.239909
istio/istio,get-convex/convex-backend,0.226904
istio/istio,misskey-dev/misskey,0.356967
istio/istio,frappe/frappe,0.268232
istio/istio,openebs/openebs,0.443283
istio/istio,hicccc77/WeFlow,0.202448
istio/istio,apache/seatunnel,0.421372
istio/istio,databendlabs/databend,0.208169
istio/istio,modelscope/modelscope,0.36812
istio/istio,dropwizard/dropwizard,0.485718
istio/istio,webstudio-is/webstudio,0.192886
istio/istio,stamparm/maltrail,0.460397
istio/istio,k8sgpt-ai/k8sgpt,0.4907
istio/istio,chengaopan/AutoMergePublicNodes,0.437626
istio/istio,LearningCircuit/local-deep-research,0.320329
istio/istio,woodpecker-ci/woodpecker,0.443867
istio/istio,TagStudioDev/TagStudio,0.385971
istio/istio,databasus/databasus,0.255107
istio/istio,nesquena/hermes-webui,0.389012
istio/istio,farm-fe/farm,0.266296
istio/istio,home-assistant/frontend,0.207225
istio/istio,osaurus-ai/osaurus,0.294998
istio/istio,floci-io/floci,0.356508
istio/istio,metalbear-co/mirrord,0.495631
istio/istio,sacridini/Awesome-Geospatial,0.1497
istio/istio,Mai-with-u/MaiBot,0.1722
istio/istio,clidey/whodb,0.369924
istio/istio,Tracer-Cloud/opensre,0.370487
istio/istio,pytorch/executorch,0.301797
istio/istio,EasyCorp/EasyAdminBundle,0.198226
istio/istio,SwanHubX/SwanLab,0.298829
istio/istio,IBM/mcp-context-forge,0.547386
istio/istio,web-infra-dev/rsbuild,0.318889
istio/istio,metorial/metorial,0.417936
istio/istio,langwatch/langwatch,0.416958
istio/istio,neomjs/neo,0.349381
istio/istio,TableProApp/TablePro,0.123706
istio/istio,hosseinmoein/DataFrame,0.140928
istio/istio,av/harbor,0.445542
istio/istio,patrick-kidger/equinox,0.21465
istio/istio,ZSeven-W/openpencil,0.196835
istio/istio,superplanehq/superplane,0.442821
istio/istio,schultek/jaspr,0.257668
istio/istio,kubenav/kubenav,0.338653
istio/istio,apioo/fusio,0.410165
istio/istio,openhab/openhab-addons,0.457358
istio/istio,KudoAI/chatgpt.js,0.217415
istio/istio,ezshine/AwesomeSites,0.333459
istio/istio,Nano-Collective/nanocoder,0.299094
istio/istio,NeptuneHub/AudioMuse-AI,0.252526
istio/istio,userfrosting/UserFrosting,0.397133
istio/istio,apache/solr,0.108497
istio/istio,EnzymeAD/Enzyme,0.097131
istio/istio,TailGrids/tailgrids,0.128214
istio/istio,mkubaczyk/helmsman,0.299228
istio/istio,serversideup/spin,0.257145
istio/istio,kimdre/doco-cd,0.554759
istio/istio,kube-green/kube-green,0.515229
istio/istio,jsxgraph/jsxgraph,0.089755
istio/istio,t8y2/dbx,0.184851
istio/istio,yjl9903/AnimeGarden,0.430508
istio/istio,ppy/osu-web,0.46937
istio/istio,OSGeo/grass,0.318598
istio/istio,rzru/nightingale,0.192634
istio/istio,apache/ofbiz-framework,0.088865
istio/istio,EhTagTranslation/Database,0.398636
istio/istio,howie6879/weekly,0.210806
istio/istio,xiaoiver/infinite-canvas-tutorial,0.350717
istio/istio,SemiAnalysisAI/InferenceX,0.339325
istio/istio,yegor256/takes,0.321635
istio/istio,ArcadeData/arcadedb,0.204653
istio/istio,ENTERPILOT/GoModel,0.448823
istio/istio,bjw-s-labs/home-ops,0.474471
istio/istio,bgauryy/octocode-mcp,0.270523
istio/istio,superiorlu/AITreasureBox,0.334582
istio/istio,openyak/openyak,0.352891
istio/istio,rcarmo/piclaw,0.357069
istio/istio,adriannovegil/awesome-observability,0.377524
istio/istio,flamego/flamego,0.516341
istio/istio,kviklet/kviklet,0.287347
istio/istio,suyoumo/ClawProBench,0.336902
istio/istio,GeminiLight/MindOS,0.301828
istio/istio,kurtosis-tech/kurtosis,0.368608
istio/istio,mx-space/core,0.403003
istio/istio,henrydaum/second-brain,0.185187
istio/istio,flaviuse/mern-authentication,0.197497
istio/istio,D-Sketon/hexo-theme-reimu,0.300477
istio/istio,FrancescoXX/rustcrab,0.158791
istio/istio,violit-dev/violit,0.310625
istio/istio,cyhhao/vibe-remote,0.33206
istio/istio,aree6/LiftShift,0.310386
istio/istio,ILoveBingLu/CipherTalk,0.347978
istio/istio,buroa/k8s-gitops,0.463007
istio/istio,vellum-ai/vellum-assistant,0.458916
istio/istio,alexandre-daubois/ember,0.515512
istio/istio,netbox-community/netbox-chart,0.423458
istio/istio,thomwebb/gac,0.39101
istio/istio,MIERUNE/svelte-maplibre-gl,0.348263
istio/istio,Linuxfabrik/monitoring-plugins,0.529611
istio/istio,iopsystems/rezolus,0.22869
istio/istio,Fu-Jie/openwebui-extensions,0.336076
duckdb/duckdb,tensorflow/tensorflow,0.220454
duckdb/duckdb,flutter/flutter,0.31555
duckdb/duckdb,ollama/ollama,0.172375
duckdb/duckdb,huggingface/transformers,0.05295
duckdb/duckdb,langgenius/dify,0.335298
duckdb/duckdb,vercel/next.js,0.363801
duckdb/duckdb,open-webui/open-webui,0.305982
duckdb/duckdb,langchain-ai/langchain,0.358055
duckdb/duckdb,kubernetes/kubernetes,0.303141
duckdb/duckdb,supabase/supabase,0.282658
duckdb/duckdb,angular/angular,0.262276
duckdb/duckdb,pytorch/pytorch,0.086044
duckdb/duckdb,fastapi/fastapi,0.313908
duckdb/duckdb,ant-design/ant-design,0.25438
duckdb/duckdb,django/django,0.000678
duckdb/duckdb,opencv/opencv,0.150764
duckdb/duckdb,home-assistant/core,0.143967
duckdb/duckdb,sveltejs/svelte,0.325831
duckdb/duckdb,vllm-project/vllm,0.190479
duckdb/duckdb,elastic/elasticsearch,0.179694
duckdb/duckdb,grafana/grafana,0.454422
duckdb/duckdb,apache/superset,0.184097
duckdb/duckdb,pallets/flask,0.123213
duckdb/duckdb,ansible/ansible,0.304776
duckdb/duckdb,apache/echarts,0.224541
duckdb/duckdb,scikit-learn/scikit-learn,0.372666
duckdb/duckdb,keras-team/keras,-0.014181
duckdb/duckdb,prometheus/prometheus,0.42415
duckdb/duckdb,commaai/openpilot,0.326237
duckdb/duckdb,pocketbase/pocketbase,0.29783
duckdb/duckdb,ultralytics/ultralytics,0.253665
duckdb/duckdb,appwrite/appwrite,0.232542
duckdb/duckdb,vuejs/core,0.229657
duckdb/duckdb,expo/expo,0.099641
duckdb/duckdb,run-llama/llama_index,0.342254
duckdb/duckdb,pandas-dev/pandas,0.309048
duckdb/duckdb,hashicorp/terraform,0.084514
duckdb/duckdb,prisma/prisma,0.388278
duckdb/duckdb,apache/airflow,0.087574
duckdb/duckdb,streamlit/streamlit,0.278135
duckdb/duckdb,milvus-io/milvus,0.387145
duckdb/duckdb,getsentry/sentry,0.233186
duckdb/duckdb,apache/spark,0.206026
duckdb/duckdb,gradio-app/gradio,0.296919
duckdb/duckdb,ray-project/ray,0.213044
duckdb/duckdb,HKUDS/nanobot,0.324158
duckdb/duckdb,pingcap/tidb,0.343255
duckdb/duckdb,facebookresearch/faiss,0.057732
duckdb/duckdb,photoprism/photoprism,0.34321
duckdb/duckdb,istio/istio,0.241349
duckdb/duckdb,duckdb/duckdb,1.0
duckdb/duckdb,docker/compose,0.164301
duckdb/duckdb,typeorm/typeorm,0.427857
duckdb/duckdb,jax-ml/jax,0.227603
duckdb/duckdb,nextcloud/server,0.231789
duckdb/duckdb,PostHog/posthog,0.372623
duckdb/duckdb,alibaba/nacos,0.370454
duckdb/duckdb,lutzroeder/netron,0.222236
duckdb/duckdb,apache/kafka,0.409973
duckdb/duckdb,seaweedfs/seaweedfs,0.273057
duckdb/duckdb,cockroachdb/cockroach,0.413959
duckdb/duckdb,numpy/numpy,0.24591
duckdb/duckdb,hasura/graphql-engine,0.345972
duckdb/duckdb,qdrant/qdrant,0.281503
duckdb/duckdb,openai/openai-python,0.078281
duckdb/duckdb,helm/helm,0.303189
duckdb/duckdb,academic/awesome-datascience,0.282617
duckdb/duckdb,alibaba/spring-cloud-alibaba,0.209733
duckdb/duckdb,dmlc/xgboost,0.203615
duckdb/duckdb,chroma-core/chroma,0.408184
duckdb/duckdb,langfuse/langfuse,0.354981
duckdb/duckdb,apache/flink,0.118918
duckdb/duckdb,mlflow/mlflow,0.294721
duckdb/duckdb,pulumi/pulumi,0.401866
duckdb/duckdb,clockworklabs/SpacetimeDB,0.493467
duckdb/duckdb,PaddlePaddle/Paddle,0.217532
duckdb/duckdb,volcengine/OpenViking,0.252856
duckdb/duckdb,Tencent/ncnn,0.167408
duckdb/duckdb,phoenixframework/phoenix,0.352531
duckdb/duckdb,argoproj/argo-cd,0.299135
duckdb/duckdb,matplotlib/matplotlib,0.211096
duckdb/duckdb,jaegertracing/jaeger,0.36626
duckdb/duckdb,jhipster/generator-jhipster,0.340826
duckdb/duckdb,prefecthq/prefect,0.358519
